gene1,gene2,combined_score
APOL1,APP,756
APOL1,CETP,896
APOL1,CLU,923
APOL1,HPR,999
APOL1,INF2,830
APOL1,LCAT,876
APOL1,LPA,814
APOL1,MYH9,898
APOL1,PCYOX1,812
APOL1,PLTP,894
APOL1,PON1,912
APOL1,SAA1,778
APOL1,SAA2,763
APOL1,SAA4,727
APOM,APP,754
APOM,CETP,888
APOM,CLU,927
APOM,F2,778
APOM,HPR,832
APOM,LCAT,885
APOM,LPA,871
APOM,PCYOX1,815
APOM,PLTP,885
APOM,PON1,906
APOM,SAA1,734
APOM,SAA2,778
APOM,SAA4,740
APP,BCHE,727
APP,BGN,738
APP,C3,887
APP,CALR,878
APP,CASP3,908
APP,CD44,823
APP,CETP,761
APP,CLSTN1,847
APP,CLU,998
APP,CST3,927
APP,CTSB,902
APP,ECE1,707
APP,F11,954
APP,FGA,785
APP,FN1,782
APP,GAPDH,980
APP,GNAI2,813
APP,GNB1,932
APP,GRB2,945
APP,HPR,784
APP,HSD17B10,881
APP,HSPA4,849
APP,HSPA8,826
APP,HSPD1,916
APP,HSPG2,841
APP,ITGB1,761
APP,ITM2B,939
APP,KLC1,943
APP,KNG1,732
APP,LCAT,754
APP,LCN2,974
APP,LPA,808
APP,LRP1,983
APP,MAPK1,827
APP,NCSTN,998
APP,PARK7,731
APP,PCYOX1,726
APP,PDIA3,737
APP,PLTP,761
APP,PON1,782
APP,PRNP,998
APP,PRSS3,843
APP,RTN4,739
APP,SERPINA1,764
APP,SERPINA3,800
APP,SNCA,993
APP,SORL1,999
APP,SPON1,986
APP,SRC,864
APP,TGFB1,895
APP,TTR,982
APP,YWHAQ,854
APRT,DCK,950
APRT,GMPR,957
APRT,HPRT1,994
APRT,PDE3A,904
APRT,PDE5A,916
APRT,PNP,996
APRT,PPA2,835
APRT,PRPS1,704
APRT,PRUNE1,819
APRT,TYMP,915
ARCN1,ARF4,750
ARCN1,COPB2,999
ARCN1,COPE,999
ARCN1,COPG1,999
ARCN1,COPZ1,999
ARCN1,RAB1A,706
ARCN1,SEC13,725
ARCN1,SEC22B,731
ARCN1,SEC31A,723
ARCN1,TMED10,923
ARCN1,TMED2,724
ARF4,ASAP1,974
ARF4,COPB2,807
ARF4,COPE,707
ARF4,COPG1,771
ARF4,COPZ1,775
ARF4,RAB1A,760
ARF4,RAB8A,857
ARF4,TMED2,727
ARF6,ASAP1,991
ARF6,ASAP2,966
ARF6,CDC42,740
ARF6,CLTC,868
ARF6,EHD1,782
ARF6,EPS15,740
ARF6,PLEK,756
ARF6,RALA,722
ARF6,RHOA,719
ARF6,SDC1,706
ARF6,SDCBP,764
ARF6,SPAG9,996
ARF6,SRC,735
ARF6,TGOLN2,736
ARG1,SMS,832
ARHGAP1,ARHGDIA,711
ARHGAP1,CDC42,999
ARHGAP1,PLEK,733
ARHGAP1,RHOA,999
ARHGAP1,RHOC,891
ARHGAP1,RHOG,744
ARHGAP1,WAS,759
ARHGAP6,RHOA,797
ARHGDIA,ARHGDIB,907
ARHGDIA,CDC42,999
ARHGDIA,MSN,800
ARHGDIA,RAC2,993
ARHGDIA,RHOA,999
ARHGDIA,RHOC,987
ARHGDIA,RHOG,986
ARHGDIB,CDC42,951
ARHGDIB,RAC2,992
ARHGDIB,RHOA,995
ARHGDIB,RHOC,828
ARHGDIB,RHOG,806
ARL1,RAB6A,801
ARL1,RAB6B,767
ARPC1B,ARPC2,999
ARPC1B,ARPC3,999
ARPC1B,ARPC4,999
ARPC1B,ARPC5,999
ARPC1B,ARPC5L,999
ARPC1B,BRK1,928
ARPC1B,CDC42,792
ARPC1B,CYFIP1,730
ARPC1B,GMFG,927
ARPC1B,MYH9,755
ARPC1B,WAS,995
ARPC1B,WASF2,937
ARPC1B,WIPF1,744
ARPC2,ARPC3,999
ARPC2,ARPC4,999
ARPC2,ARPC5,999
ARPC2,ARPC5L,999
ARPC2,BRK1,959
ARPC2,CAPZA1,711
ARPC2,CAPZA2,813
ARPC2,CAPZB,880
ARPC2,CDC42,820
ARPC2,CFL1,749
ARPC2,CTTN,787
ARPC2,CYFIP1,842
ARPC2,GMFG,878
ARPC2,MYL6,823
ARPC2,TPM3,705
ARPC2,VCL,741
ARPC2,WAS,997
ARPC2,WASF2,957
ARPC2,WIPF1,715
ARPC3,ARPC4,999
ARPC3,ARPC5,999
ARPC3,ARPC5L,999
ARPC3,BRK1,965
ARPC3,CAPZA2,803
ARPC3,CAPZB,863
ARPC3,CDC42,841
ARPC3,CTTN,806
ARPC3,CYFIP1,838
ARPC3,GMFG,831
ARPC3,WAS,998
ARPC3,WASF2,946
ARPC3,WIPF1,727
ARPC4,ARPC5,999
ARPC4,ARPC5L,999
ARPC4,BRK1,955
ARPC4,CDC42,745
ARPC4,CYFIP1,715
ARPC4,GMFG,819
ARPC4,WAS,981
ARPC4,WASF2,921
ARPC5,ARPC5L,947
ARPC5,BRK1,944
ARPC5,CDC42,805
ARPC5,CYFIP1,771
ARPC5,GMFG,863
ARPC5,WAS,993
ARPC5,WASF2,943
ARPC5,WIPF1,713
ARPC5L,BRK1,933
ARPC5L,CYFIP1,708
ARPC5L,WAS,955
ARPC5L,WASF2,915
ASAH1,PSAP,928
ASAP1,ASAP2,907
ASAP1,CRKL,826
ASAP1,CTTN,964
ASAP1,GRB2,843
ASAP1,PLEK,719
ASAP1,RAB8A,732
ASAP1,SRC,976
ASPN,CILP,880
ASPN,COL1A1,719
ASPN,OGN,916
ASPN,OMD,835
ASPN,POSTN,830
ASPN,TGFB1,917
ASPN,THBS2,742
ATG3,PDCD6IP,722
ATP1A1,MAPK1,943
ATP1A1,TPT1,729
ATP2A3,HRC,916
ATP2A3,STIM1,757
ATP5F1A,ATP5F1B,999
ATP5F1A,ATP5F1D,999
ATP5F1A,ATP5ME,999
ATP5F1A,ATP5MG,999
ATP5F1A,ATP5PD,999
ATP5F1A,CNST,847
ATP5F1A,COX4I1,922
ATP5F1A,COX5A,979
ATP5F1A,COX5B,922
ATP5F1A,CYC1,991
ATP5F1A,DLD,917
ATP5F1A,DLST,894
ATP5F1A,EEF2,850
ATP5F1A,ENO1,828
ATP5F1A,ENO2,731
ATP5F1A,ETFA,786
ATP5F1A,GAPDH,785
ATP5F1A,HPRT1,845
ATP5F1A,HSP90AB1,706
ATP5F1A,HSPA9,871
ATP5F1A,HSPD1,823
ATP5F1A,MDH2,954
ATP5F1A,MT-CO2,719
ATP5F1A,NDUFA4,725
ATP5F1A,NDUFA5,724
ATP5F1A,NDUFS3,932
ATP5F1A,NDUFS8,801
ATP5F1A,PDHB,810
ATP5F1A,PPA2,857
ATP5F1A,RPLP0,913
ATP5F1A,SLC25A3,977
ATP5F1A,UQCRB,777
ATP5F1A,UQCRC1,970
ATP5F1A,UQCRC2,986
ATP5F1A,UQCRFS1,950
ATP5F1A,VDAC1,889
ATP5F1A,VDAC2,715
ATP5F1A,VDAC3,738
ATP5F1B,ATP5F1D,999
ATP5F1B,ATP5ME,999
ATP5F1B,ATP5MG,999
ATP5F1B,ATP5PD,999
ATP5F1B,ATP6V1G1,916
ATP5F1B,COX4I1,952
ATP5F1B,COX5A,952
ATP5F1B,COX5B,886
ATP5F1B,CYC1,976
ATP5F1B,GAPDH,759
ATP5F1B,HSP90AB1,756
ATP5F1B,HSPA9,863
ATP5F1B,HSPD1,821
ATP5F1B,MDH2,921
ATP5F1B,NDUFS3,864
ATP5F1B,NDUFS8,737
ATP5F1B,P4HB,731
ATP5F1B,PDHB,755
ATP5F1B,PPA2,798
ATP5F1B,PTGES3,773
ATP5F1B,SLC25A3,964
ATP5F1B,UQCRC1,969
ATP5F1B,UQCRC2,942
ATP5F1B,UQCRFS1,914
ATP5F1B,VDAC1,888
ATP5F1B,VDAC2,758
ATP5F1B,VDAC3,741
ATP5F1D,ATP5ME,999
ATP5F1D,ATP5MG,999
ATP5F1D,ATP5PD,999
ATP5F1D,C1orf198,880
ATP5F1D,CNST,849
ATP5F1D,COX4I1,933
ATP5F1D,COX5A,980
ATP5F1D,COX5B,975
ATP5F1D,COX6B1,814
ATP5F1D,CYC1,991
ATP5F1D,DLST,756
ATP5F1D,HPRT1,793
ATP5F1D,MDH2,853
ATP5F1D,NDUFA5,720
ATP5F1D,NDUFA7,903
ATP5F1D,NDUFB11,936
ATP5F1D,NDUFS3,957
ATP5F1D,NDUFS8,980
ATP5F1D,PPA2,738
ATP5F1D,UQCRB,927
ATP5F1D,UQCRC1,968
ATP5F1D,UQCRC2,824
ATP5F1D,UQCRFS1,968
ATP5ME,ATP5MG,999
ATP5ME,ATP5PD,999
ATP5ME,COX4I1,857
ATP5ME,COX5A,935
ATP5ME,COX5B,916
ATP5ME,COX6B1,759
ATP5ME,COX7A2,876
ATP5ME,NDUFA2,750
ATP5ME,NDUFA4,721
ATP5ME,NDUFA5,944
ATP5ME,NDUFA7,758
ATP5ME,NDUFB11,898
ATP5ME,NDUFS3,840
ATP5ME,NDUFS8,915
ATP5ME,PPA2,717
ATP5ME,UQCRB,842
ATP5ME,UQCRH,871
ATP5MG,ATP5PD,999
ATP5MG,COX4I1,765
ATP5MG,COX5A,912
ATP5MG,COX5B,873
ATP5MG,COX6B1,740
ATP5MG,COX7A2,910
ATP5MG,NDUFA2,844
ATP5MG,NDUFA4,886
ATP5MG,NDUFA5,869
ATP5MG,NDUFA7,853
ATP5MG,NDUFB11,734
ATP5MG,PPA2,708
ATP5MG,UQCRB,929
ATP5MG,UQCRH,889
ATP5PD,C1orf198,836
ATP5PD,COX4I1,952
ATP5PD,COX5A,994
ATP5PD,COX5B,979
ATP5PD,COX6B1,879
ATP5PD,COX7A2,929
ATP5PD,CYC1,770
ATP5PD,MDH2,724
ATP5PD,NDUFA2,978
ATP5PD,NDUFA4,879
ATP5PD,NDUFA5,951
ATP5PD,NDUFA7,913
ATP5PD,NDUFB11,940
ATP5PD,NDUFS3,954
ATP5PD,NDUFS8,820
ATP5PD,PPA2,817
ATP5PD,UQCRB,976
ATP5PD,UQCRC1,863
ATP5PD,UQCRC2,875
ATP5PD,UQCRFS1,892
ATP5PD,UQCRH,911
ATP5PD,VDAC1,735
ATP5PD,VDAC3,734
ATP6AP1,ATP6AP2,999
ATP6AP1,ATP6V0D1,999
ATP6AP1,ATP6V1G1,996
ATP6AP1,CNST,792
ATP6AP1,GDI1,862
ATP6AP1,PRKCB,903
ATP6AP2,ATP6V0D1,999
ATP6AP2,ATP6V1G1,991
ATP6AP2,VMA21,846
ATP6V0D1,ATP6V1G1,999
ATP6V0D1,CNST,974
ATP6V0D1,LAMTOR2,872
ATP6V0D1,VMA21,942
ATP6V1G1,CNST,755
ATP6V1G1,LAMTOR2,714
ATP6V1G1,LAMTOR5,731
ATP6V1G1,PPA2,799
ATRN,DPP4,711
AXL,GAS6,999
AXL,GRB2,931
AXL,HSP90AA1,786
AXL,LRP1,776
AXL,PROS1,997
AXL,SRC,983
AZGP1,GC,823
AZGP1,HP,782
AZGP1,HPX,784
AZGP1,HRG,704
AZGP1,ORM1,787
AZGP1,ORM2,715
AZGP1,PIP,999
B4GAT1,DAG1,720
BABAM1,BABAM2,999
BABAM1,BRCC3,999
BABAM1,PSMD4,776
BABAM1,SHMT2,997
BABAM2,BRCC3,999
BABAM2,SHMT2,998
BABAM2,SUMO2,785
BANF1,EMD,999
BANF1,LMNA,996
BANF1,LMNB1,922
BASP1,MARCKS,946
BAX,BCL2L1,999
BAX,C6,720
BAX,C7,720
BAX,C8A,720
BAX,C8B,724
BAX,C9,720
BAX,CAPN1,916
BAX,CAPN2,912
BAX,CASP3,884
BAX,CD34,766
BAX,CLU,886
BAX,GAPDH,735
BAX,PPIF,931
BAX,VDAC1,983
BAX,YWHAQ,792
BCHE,F2,706
BCHE,PON1,799
BCL2L1,CASP3,950
BCL2L1,CLU,745
BCL2L1,CTSB,938
BCL2L1,CTSC,910
BCL2L1,CTSF,905
BCL2L1,CTSH,908
BCL2L1,CTSL,919
BCL2L1,CTSS,936
BCL2L1,DIABLO,772
BCL2L1,DNM1L,919
BCL2L1,ELOB,892
BCL2L1,ELOC,889
BCL2L1,FIS1,753
BCL2L1,GAPDH,752
BCL2L1,HSP90AA1,727
BCL2L1,HSPA4,730
BCL2L1,MAPK14,762
BCL2L1,PARK7,970
BCL2L1,SNCA,706
BCL2L1,VDAC1,998
BCL2L1,VDAC2,713
BCL2L1,VDAC3,755
BCL2L13,DNM1L,840
BGN,BMP1,725
BGN,CD44,899
BGN,COL12A1,739
BGN,COL18A1,709
BGN,COL1A1,974
BGN,COL6A1,860
BGN,COL6A2,816
BGN,COL6A3,806
BGN,COMP,724
BGN,DAG1,836
BGN,EFEMP2,726
BGN,FBLN2,704
BGN,FBN1,784
BGN,FN1,995
BGN,GPC1,766
BGN,HSPG2,997
BGN,LUM,918
BGN,MFAP2,886
BGN,MMP2,781
BGN,NID1,786
BGN,PCOLCE,829
BGN,POSTN,830
BGN,SDC1,943
BGN,SDC4,732
BGN,SPARC,724
BGN,TGFB1,978
BGN,TGFBI,821
BGN,THBS1,779
BGN,VCAN,951
BGN,VTN,751
BLMH,CASP14,817
BLOC1S1,LAMTOR1,708
BLOC1S1,LAMTOR4,771
BLOC1S1,NAPA,804
BLOC1S1,SNAPIN,999
BLOC1S1,TXNDC5,802
BLVRA,BLVRB,993
BLVRB,CYC1,848
BLVRB,NDUFA2,782
BLVRB,NDUFA5,791
BLVRB,NDUFS3,876
BLVRB,NDUFS8,840
BLVRB,UQCRFS1,862
BMP1,C1R,920
BMP1,C1S,851
BMP1,COL1A1,777
BMP1,FN1,894
BMP1,HSPG2,724
BMP1,PCOLCE,888
BMP1,PLG,841
BMP1,POSTN,983
BPIFA1,BPIFB1,883
BPIFA1,CETP,764
BPIFA1,PLTP,839
BRCC3,PSMA1,741
BRCC3,PSMA3,781
BRCC3,PSMA4,733
BRCC3,PSMA5,731
BRCC3,PSMA6,725
BRCC3,PSMB1,703
BRCC3,PSMB2,804
BRCC3,PSMB4,741
BRCC3,PSMC1,806
BRCC3,PSMC3,721
BRCC3,PSMD13,719
BRCC3,PSMD4,881
BRCC3,SHMT2,999
BRCC3,SUMO2,813
BRK1,CDC42,824
BRK1,CYFIP1,999
BRK1,NCK2,829
BRK1,WAS,937
BRK1,WASF2,999
BSG,CD44,985
BSG,CTSL,706
BSG,DPP4,919
BSG,GP6,853
BSG,HNRNPK,706
BSG,HSPA5,728
BSG,ITGB1,957
BSG,LGALS3,702
BSG,LYVE1,898
BSG,MMP9,771
BSG,NRP1,716
BSG,PPIB,996
BSG,S100A9,700
BSG,SLC2A1,900
BSG,SLC3A2,950
BSG,SPN,953
BST1,PNP,930
BTF3L4,NACA,970
C1QA,C1QB,999
C1QA,C1QBP,800
C1QA,C1QC,999
C1QA,C1R,988
C1QA,C1S,990
C1QA,C2,950
C1QA,C4A,983
C1QA,C4B,972
C1QA,CALR,943
C1QA,CD93,857
C1QA,CFB,795
C1QA,COLEC11,775
C1QA,CSF1R,906
C1QA,CTSS,746
C1QA,FCER1G,792
C1QA,FCGR3A,702
C1QA,FCN1,710
C1QA,ITGB2,736
C1QA,MBL2,852
C1QA,SERPING1,973
C1QA,VSIG4,971
C1QB,C1QBP,752
C1QB,C1QC,999
C1QB,C1R,995
C1QB,C1S,995
C1QB,C2,966
C1QB,C4A,973
C1QB,C4B,969
C1QB,CALR,960
C1QB,CSF1R,779
C1QB,CSTB,771
C1QB,CTSS,732
C1QB,FCER1G,718
C1QB,ITGB2,708
C1QB,MASP2,848
C1QB,PTX3,914
C1QB,SERPING1,980
C1QB,VSIG4,961
C1QBP,CALR,751
C1QBP,CD93,745
C1QBP,EMD,836
C1QBP,F12,966
C1QBP,KNG1,998
C1QBP,SERPING1,800
C1QBP,VTN,959
C1QC,C1R,993
C1QC,C1S,992
C1QC,C2,944
C1QC,C4A,972
C1QC,C4B,967
C1QC,CALR,908
C1QC,COLEC11,727
C1QC,CSF1R,809
C1QC,SERPING1,959
C1QC,VSIG4,943
C1R,C1S,999
C1R,C2,953
C1R,C3,935
C1R,C4A,991
C1R,C4B,991
C1R,C8G,717
C1R,CFH,844
C1R,CFP,763
C1R,COLEC11,850
C1R,FCN1,809
C1R,FCN2,827
C1R,FCN3,788
C1R,MASP1,769
C1R,MBL2,897
C1R,SERPING1,999
C1S,C2,950
C1S,C3,908
C1S,C4A,993
C1S,C4B,993
C1S,C4BPA,705
C1S,CFH,744
C1S,CFP,769
C1S,CLU,740
C1S,COLEC11,851
C1S,FCN1,820
C1S,FCN2,835
C1S,FCN3,824
C1S,KNG1,746
C1S,MASP1,851
C1S,MASP2,703
C1S,MBL2,897
C1S,PTX3,811
C1S,SERPING1,999
C1orf198,COX4I1,936
C1orf198,COX5A,995
C1orf198,COX6B1,810
C1orf198,CYC1,980
C1orf198,HSPA9,729
C1orf198,MT-CO2,972
C1orf198,NDUFA2,721
C1orf198,NDUFA5,707
C1orf198,NDUFB11,705
C1orf198,NDUFS3,704
C1orf198,NDUFS8,900
C1orf198,UQCRB,981
C1orf198,UQCRC1,924
C1orf198,UQCRC2,966
C1orf198,UQCRFS1,987
C1orf198,UQCRH,881
C2,C3,978
C2,C4A,953
C2,C4B,975
C2,CD46,751
C2,CD55,916
C2,CFB,710
C2,CFH,876
C2,CFHR1,740
C2,CFHR3,761
C2,CFI,864
C2,MASP2,925
C2,MBL2,946
C2orf88,PRKAR1A,741
C3,C4A,998
C3,C4B,998
C3,C4BPA,817
C3,C8A,816
C3,C8B,736
C3,CD46,999
C3,CD55,999
C3,CD59,841
C3,CFB,999
C3,CFD,998
C3,CFH,999
C3,CFHR1,999
C3,CFHR2,951
C3,CFHR3,991
C3,CFHR4,998
C3,CFHR5,992
C3,CFI,999
C3,CFP,999
C3,CLU,803
C3,COLEC11,802
C3,CP,751
C3,CPB2,807
C3,F10,755
C3,F11,717
C3,F12,748
C3,F2,874
C3,F7,702
C3,FCN1,835
C3,FCN2,860
C3,FCN3,844
C3,GC,768
C3,HP,862
C3,HPX,841
C3,HRG,848
C3,ICAM1,705
C3,ITGB2,998
C3,ITIH4,745
C3,KLKB1,742
C3,KNG1,804
C3,MASP1,936
C3,MASP2,910
C3,MBL2,934
C3,MPO,786
C3,ORM1,775
C3,ORM2,772
C3,PLG,978
C3,PTX3,737
C3,SELP,991
C3,SERPINA1,859
C3,SERPING1,954
C3,TTR,782
C3,VSIG4,999
C3,VTN,790
C4A,C4B,999
C4A,C4BPA,998
C4A,C4BPB,995
C4A,C8A,915
C4A,C8B,805
C4A,CD46,998
C4A,CD55,995
C4A,CD59,712
C4A,CFB,970
C4A,CFH,965
C4A,CFHR1,769
C4A,CFI,945
C4A,CFP,734
C4A,COLEC11,701
C4A,F2,735
C4A,FCN1,744
C4A,FCN2,791
C4A,FCN3,767
C4A,HLA-A,761
C4A,HLA-B,875
C4A,HP,817
C4A,HRG,725
C4A,MASP1,942
C4A,MASP2,997
C4A,MBL2,981
C4A,PLG,722
C4A,PROS1,946
C4A,SERPING1,879
C4A,TNXB,853
C4A,VTN,808
C4B,C4BPA,998
C4B,C4BPB,995
C4B,CD46,998
C4B,CD55,992
C4B,CFB,948
C4B,CFH,951
C4B,CFHR1,774
C4B,CFHR4,723
C4B,CFI,954
C4B,CFP,710
C4B,FCN1,720
C4B,FCN2,772
C4B,FCN3,747
C4B,MASP1,935
C4B,MASP2,994
C4B,MBL2,970
C4B,PROS1,953
C4B,SERPING1,756
C4B,VTN,733
C4BPA,C4BPB,978
C4BPA,CFI,816
C4BPA,PROS1,801
C4BPB,C8A,764
C4BPB,CFHR1,706
C4BPB,CFHR2,743
C4BPB,CFHR3,711
C4BPB,CFHR4,774
C4BPB,CFI,812
C4BPB,PROS1,874
C6,C7,995
C6,C8A,985
C6,C8B,984
C6,C8G,994
C6,C9,996
C6,CD34,722
C6,PPIF,900
C6,VDAC1,901
C7,C8A,984
C7,C8B,991
C7,C8G,994
C7,C9,986
C7,CD34,739
C7,CLU,847
C7,PPIF,900
C7,VDAC1,902
C8A,C8B,999
C8A,C8G,999
C8A,C9,997
C8A,CD34,724
C8A,CD59,742
C8A,FGA,753
C8A,PPIF,900
C8A,VDAC1,903
C8A,VTN,832
C8B,C8G,999
C8B,C9,989
C8B,CD34,720
C8B,CD59,800
C8B,CLU,770
C8B,CPB2,716
C8B,PGM1,702
C8B,PPIF,900
C8B,VDAC1,900
C8B,VTN,732
C8G,C9,990
C8G,LPA,704
C8G,PLG,713
C8G,PTGDS,789
C9,CD34,724
C9,CD59,961
C9,CFI,707
C9,CLU,797
C9,FGA,731
C9,FGB,702
C9,HSPA9,730
C9,PLG,757
C9,PPIF,900
C9,VDAC1,900
C9,VTN,957
CAB39,CAB39L,977
CAB39,STK24,995
CAB39L,STK24,968
CADM1,ICAM1,773
CADM1,ITGB2,816
CADM1,SDCBP,900
CALD1,CD34,728
CALD1,MAPK1,950
CALD1,MYH9,711
CALD1,MYL9,844
CALD1,MYLK,832
CALD1,TPM1,869
CALD1,TPM2,747
CALD1,VCL,771
CALR,CALU,909
CALR,CANX,999
CALR,CD47,774
CALR,CD93,806
CALR,DNAJB11,709
CALR,ERP29,814
CALR,ERP44,744
CALR,FCN2,912
CALR,GANAB,943
CALR,GAPDH,757
CALR,HLA-A,997
CALR,HLA-B,969
CALR,HLA-C,930
CALR,HMGB1,865
CALR,HSP90AA1,968
CALR,HSP90AB1,975
CALR,HSP90B1,999
CALR,HSPA4,955
CALR,HSPA5,995
CALR,HSPA8,718
CALR,HSPA9,770
CALR,HYOU1,947
CALR,LMAN1,792
CALR,LRP1,998
CALR,MBL2,986
CALR,MMP9,753
CALR,P4HB,994
CALR,PDIA3,999
CALR,PDIA4,973
CALR,PDIA6,937
CALR,PPIB,987
CALR,PRKCSH,915
CALR,SEC22B,877
CALR,STX4,822
CALR,THBS1,988
CALR,VCP,712
CALR,VDAC1,703
CALR,VWF,710
CALU,HSP90B1,773
CALU,HSPA5,864
CALU,P4HB,872
CALU,PDIA3,754
CAMK1,MPP1,710
CAMP,ELANE,991
CAMP,GAPDH,961
CAMP,HLA-DRA,916
CAMP,HMGB1,882
CAMP,LCN2,846
CAMP,MMP9,789
CAMP,MPO,982
CAMP,S100A7,724
CANX,CD63,843
CANX,CD9,759
CANX,CISD2,706
CANX,DNAJB11,756
CANX,ERP29,744
CANX,ERP44,790
CANX,GANAB,953
CANX,GAPDH,828
CANX,HLA-A,736
CANX,HLA-B,705
CANX,HSP90AA1,848
CANX,HSP90AB1,886
CANX,HSP90B1,990
CANX,HSPA4,882
CANX,HSPA5,998
CANX,HSPA9,871
CANX,HYOU1,869
CANX,LAMP1,831
CANX,LMAN1,897
CANX,NCSTN,754
CANX,P4HB,966
CANX,PDIA3,999
CANX,PDIA4,931
CANX,PDIA6,725
CANX,PPIB,943
CANX,PRKCSH,911
CANX,SEC13,757
CANX,SEC22B,703
CANX,SEC31A,761
CANX,SERPINA1,772
CANX,STIM1,754
CANX,TMX1,872
CANX,TSG101,845
CANX,VCP,967
CANX,VDAC1,863
CAP1,CAPZB,730
CAP1,CFL1,978
CAP1,DBN1,801
CAP1,DBNL,818
CAP1,PFN1,909
CAP1,RETN,963
CAP1,TWF2,918
CAP1,WDR1,799
CAPN1,CAPN2,978
CAPN1,CAPNS1,999
CAPN1,CASP3,790
CAPN1,FKBP2,766
CAPN1,FTH1,768
CAPN1,SPTAN1,786
CAPN1,TLN1,770
CAPN2,CAPNS1,999
CAPN2,CASP3,758
CAPN2,SPTAN1,762
CAPN2,SRC,719
CAPN2,TLN1,971
CAPNS1,CASP3,735
CAPNS1,UQCRC1,749
CAPRIN1,EIF4A1,760
CAPRIN1,EIF4E,795
CAPZA1,CAPZA2,997
CAPZA1,CAPZB,999
CAPZA1,CFL1,720
CAPZA1,DCTN1,994
CAPZA1,DCTN2,995
CAPZA1,DCTN3,952
CAPZA1,DYNLRB1,858
CAPZA1,MTPN,962
CAPZA1,PDHB,766
CAPZA1,PFN1,724
CAPZA1,PLEKHO2,735
CAPZA1,SEPTIN7,776
CAPZA1,TMOD3,822
CAPZA1,TWF2,803
CAPZA2,CAPZB,999
CAPZA2,CFL1,755
CAPZA2,DCTN1,980
CAPZA2,DCTN2,988
CAPZA2,DCTN3,884
CAPZA2,MTPN,899
CAPZA2,PDHB,789
CAPZA2,TMOD3,844
CAPZA2,TWF2,810
CAPZB,CFL1,764
CAPZB,DBN1,829
CAPZB,DCTN1,988
CAPZB,DCTN2,992
CAPZB,DCTN3,950
CAPZB,DYNLRB1,902
CAPZB,MTPN,945
CAPZB,MYH9,791
CAPZB,PLEKHO2,778
CAPZB,RAB7A,778
CAPZB,SPTBN1,774
CAPZB,TWF2,877
CAPZB,WDR1,941
CASP14,CDSN,799
CASP14,FLG,946
CASP14,FLG2,928
CASP14,SERPINB12,731
CASP14,TGM1,719
CASP14,TGM3,780
CASP3,CDC42,703
CASP3,CDH1,956
CASP3,COX4I1,796
CASP3,CTTN,714
CASP3,DBNL,822
CASP3,DIABLO,851
CASP3,DSG1,797
CASP3,DSP,806
CASP3,GAPDH,890
CASP3,GPX3,741
CASP3,HMGB1,755
CASP3,HSP90AA1,878
CASP3,HSP90AB1,858
CASP3,HSPA4,906
CASP3,HSPA5,793
CASP3,HSPB1,867
CASP3,HSPD1,806
CASP3,MAPK1,961
CASP3,MAPK14,817
CASP3,MMP2,713
CASP3,MMP9,806
CASP3,PECAM1,705
CASP3,PKP1,758
CASP3,PRKCB,931
CASP3,SPTA1,913
CASP3,SPTAN1,972
CASP3,STK24,790
CASP3,STK4,950
CASP3,TGFB1,706
CASP3,TJP2,806
CASP3,VDAC1,725
CASP3,VIM,908
CASP3,YWHAE,710
CASS4,SORL1,742
CBR1,PTGES3,939
CCL5,CD44,818
CCL5,CSF1,732
CCL5,CSF1R,844
CCL5,CXCL12,999
CCL5,FCGR3A,703
CCL5,GNB1,800
CCL5,ICAM1,805
CCL5,ITGB2,747
CCL5,ITIH4,827
CCL5,LGALS3,753
CCL5,MIF,756
CCL5,MMP9,813
CCL5,PF4,999
CCL5,PF4V1,929
CCL5,PPBP,998
CCL5,PTPRC,721
CCL5,SDC1,708
CCL5,SDC4,814
CCL5,SELP,775
CCL5,SERPINE1,726
CCL5,SRC,810
CCL5,TIMP1,740
CCL5,VCAM1,739
CCS,SOD3,917
CCT2,CCT4,999
CCT2,CCT5,999
CCT2,CCT6A,999
CCT2,CCT7,999
CCT2,CDC37,932
CCT2,DNAJB11,826
CCT2,EEF1B2,778
CCT2,EEF1G,827
CCT2,EEF2,802
CCT2,EIF2S1,939
CCT2,EIF3I,848
CCT2,HSP90AA1,876
CCT2,HSP90AB1,970
CCT2,HSP90B1,744
CCT2,HSPA4,844
CCT2,HSPA5,728
CCT2,HSPA8,942
CCT2,HSPA9,768
CCT2,HSPE1,894
CCT2,KPNB1,741
CCT2,NME2,723
CCT2,PFDN1,972
CCT2,PFDN2,969
CCT2,PFDN4,965
CCT2,PFDN5,980
CCT2,PFDN6,956
CCT2,PSMA1,722
CCT2,PSMA2,740
CCT2,PSMA3,850
CCT2,PSMA4,731
CCT2,PSMA5,818
CCT2,PSMA6,720
CCT2,PSMA7,754
CCT2,PSMD14,792
CCT2,PTGES3,958
CCT2,RAN,838
CCT2,RPLP0,768
CCT2,RUVBL1,839
CCT2,RUVBL2,716
CCT2,STIP1,962
CCT2,STK24,994
CCT2,TCP1,999
CCT2,TUBA1A,837
CCT2,TUBA1C,864
CCT2,TUBB,973
CCT2,TUBB4B,757
CCT2,VBP1,974
CCT4,CCT5,999
CCT4,CCT6A,999
CCT4,CCT7,999
CCT4,CD36,795
CCT4,CDC37,937
CCT4,DCTN1,753
CCT4,DNAJB11,824
CCT4,EEF1B2,786
CCT4,EEF1G,730
CCT4,EEF2,744
