gene1,gene2,combined_score
HMGN1,ZC3H18,406
HMGN2,HMGN5,906
HMGN2,HSPBP1,684
HMGN2,IFI35,812
HMGN2,IMP3,828
HMGN2,KARS1,552
HMGN2,MACROH2A1,448
HMGN2,MED1,843
HMGN2,METAP1,434
HMGN2,METAP2,436
HMGN2,MRPL1,774
HMGN2,MRPL12,918
HMGN2,MRPL13,776
HMGN2,MRPL15,553
HMGN2,MRPL16,687
HMGN2,MRPL17,908
HMGN2,MRPL19,909
HMGN2,MRPL20,908
HMGN2,MRPL21,905
HMGN2,MRPL22,779
HMGN2,MRPL23,544
HMGN2,MRPL24,776
HMGN2,MRPL27,908
HMGN2,MRPL3,777
HMGN2,MRPL30,488
HMGN2,MRPL34,537
HMGN2,MRPL38,440
HMGN2,MRPL39,423
HMGN2,MRPL4,774
HMGN2,MRPL40,516
HMGN2,MRPL41,619
HMGN2,MRPL43,669
HMGN2,MRPL44,529
HMGN2,MRPL46,650
HMGN2,MRPL47,667
HMGN2,MRPL49,659
HMGN2,MRPL54,521
HMGN2,MRPL58,639
HMGN2,MRPL9,905
HMGN2,MRPS10,829
HMGN2,MRPS11,775
HMGN2,MRPS15,778
HMGN2,MRPS16,904
HMGN2,MRPS18A,517
HMGN2,MRPS2,675
HMGN2,MRPS25,480
HMGN2,MRPS35,574
HMGN2,MRPS6,906
HMGN2,MRPS7,787
HMGN2,MRPS9,904
HMGN2,MRRF,824
HMGN2,MRTO4,832
HMGN2,MTIF2,713
HMGN2,NACA,410
HMGN2,NDUFAB1,626
HMGN2,NEMF,553
HMGN2,NHP2,627
HMGN2,NMD3,483
HMGN2,PA2G4,482
HMGN2,PDCD11,840
HMGN2,PDCD5,631
HMGN2,PEBP1,506
HMGN2,PKLR,554
HMGN2,PKM,563
HMGN2,PNPT1,403
HMGN2,POLR1A,652
HMGN2,POLR1C,796
HMGN2,POLR2B,776
HMGN2,POLR2C,800
HMGN2,POLR2F,635
HMGN2,POLR3A,651
HMGN2,PSIP1,440
HMGN2,PSMG1,524
HMGN2,PUS7,455
HMGN2,QARS1,601
HMGN2,RACK1,764
HMGN2,RPF2,491
HMGN2,RPL10,754
HMGN2,RPL10A,826
HMGN2,RPL11,942
HMGN2,RPL13,890
HMGN2,RPL13A,833
HMGN2,RPL14,829
HMGN2,RPL15,927
HMGN2,RPL17,832
HMGN2,RPL18,902
HMGN2,RPL18A,927
HMGN2,RPL19,926
HMGN2,RPL21,934
HMGN2,RPL22,728
HMGN2,RPL23,940
HMGN2,RPL23A,943
HMGN2,RPL24,920
HMGN2,RPL26,824
HMGN2,RPL26L1,857
HMGN2,RPL27,820
HMGN2,RPL27A,911
HMGN2,RPL28,891
HMGN2,RPL29,894
HMGN2,RPL3,848
HMGN2,RPL30,909
HMGN2,RPL31,934
HMGN2,RPL32,606
HMGN2,RPL34,931
HMGN2,RPL35,941
HMGN2,RPL35A,916
HMGN2,RPL36,918
HMGN2,RPL36AL,706
HMGN2,RPL37A,926
HMGN2,RPL38,907
HMGN2,RPL4,894
HMGN2,RPL5,943
HMGN2,RPL6,937
HMGN2,RPL7,767
HMGN2,RPL7A,755
HMGN2,RPL7L1,731
HMGN2,RPL8,934
HMGN2,RPL9,840
HMGN2,RPLP0,930
HMGN2,RPLP1,873
HMGN2,RPLP2,826
HMGN2,RPS10,734
HMGN2,RPS11,943
HMGN2,RPS12,743
HMGN2,RPS13,824
HMGN2,RPS14,833
HMGN2,RPS15,942
HMGN2,RPS15A,619
HMGN2,RPS16,893
HMGN2,RPS17,931
HMGN2,RPS18,940
HMGN2,RPS19,936
HMGN2,RPS2,915
HMGN2,RPS20,911
HMGN2,RPS21,912
HMGN2,RPS23,909
HMGN2,RPS24,936
HMGN2,RPS25,923
HMGN2,RPS26,926
HMGN2,RPS27,737
HMGN2,RPS27L,726
HMGN2,RPS28,928
HMGN2,RPS29,810
HMGN2,RPS3,943
HMGN2,RPS3A,927
HMGN2,RPS4X,776
HMGN2,RPS4Y1,759
HMGN2,RPS5,792
HMGN2,RPS6,927
HMGN2,RPS7,907
HMGN2,RPS8,917
HMGN2,RPS9,902
HMGN2,RPSA,764
HMGN2,SEC61A1,798
HMGN2,SERBP1,518
HMGN2,SIL1,679
HMGN2,SNU13,628
HMGN2,SOD2,494
HMGN2,SRP54,692
HMGN2,SRPRA,646
HMGN2,SSBP1,556
HMGN2,STT3A,499
HMGN2,STT3B,500
HMGN2,SYTL2,580
HMGN2,TARS1,420
HMGN2,TARS2,411
HMGN2,TARS3,411
HMGN2,TPT1,409
HMGN2,TSFM,659
HMGN2,TSTD1,464
HMGN2,TUFM,910
HMGN2,TXNRD2,564
HMGN2,VARS1,419
HMGN2,YARS1,404
HMGN2,ZC3H18,513
HMGN3,HMGN5,590
HMGN3,RXRA,462
HMGN3,TXNRD2,548
HMGN4,HMGN5,456
HMGN4,HPF1,435
HMGN4,HSPBP1,680
HMGN4,IFI35,813
HMGN4,IMP3,835
HMGN4,KARS1,547
HMGN4,MAT2B,416
HMGN4,MED1,840
HMGN4,METAP1,476
HMGN4,METAP2,433
HMGN4,MRPL1,777
HMGN4,MRPL12,909
HMGN4,MRPL13,774
HMGN4,MRPL15,555
HMGN4,MRPL16,687
HMGN4,MRPL17,909
HMGN4,MRPL19,910
HMGN4,MRPL20,909
HMGN4,MRPL21,905
HMGN4,MRPL22,782
HMGN4,MRPL23,546
HMGN4,MRPL24,777
HMGN4,MRPL27,910
HMGN4,MRPL3,783
HMGN4,MRPL30,501
HMGN4,MRPL34,546
HMGN4,MRPL38,447
HMGN4,MRPL39,427
HMGN4,MRPL4,777
HMGN4,MRPL40,518
HMGN4,MRPL41,621
HMGN4,MRPL43,674
HMGN4,MRPL44,537
HMGN4,MRPL46,655
HMGN4,MRPL47,665
HMGN4,MRPL49,658
HMGN4,MRPL54,533
HMGN4,MRPL58,646
HMGN4,MRPL9,905
HMGN4,MRPS10,833
HMGN4,MRPS11,782
HMGN4,MRPS15,783
HMGN4,MRPS16,904
HMGN4,MRPS18A,533
HMGN4,MRPS2,681
HMGN4,MRPS25,492
HMGN4,MRPS35,581
HMGN4,MRPS6,907
HMGN4,MRPS7,786
HMGN4,MRPS9,907
HMGN4,MRRF,830
HMGN4,MRTO4,829
HMGN4,MTIF2,715
HMGN4,NDUFAB1,630
HMGN4,NDUFS3,416
HMGN4,NEMF,533
HMGN4,NHP2,626
HMGN4,NMD3,485
HMGN4,PA2G4,468
HMGN4,PDCD11,818
HMGN4,PDCD5,623
HMGN4,PEBP1,444
HMGN4,PKLR,554
HMGN4,PKM,562
HMGN4,PNPT1,412
HMGN4,POLR1A,652
HMGN4,POLR1C,797
HMGN4,POLR2B,776
HMGN4,POLR2C,797
HMGN4,POLR2F,639
HMGN4,POLR3A,705
HMGN4,PSMG1,541
HMGN4,PUS7,467
HMGN4,QARS1,609
HMGN4,RACK1,701
HMGN4,RPF2,524
HMGN4,RPL10,738
HMGN4,RPL10A,802
HMGN4,RPL11,949
HMGN4,RPL13,886
HMGN4,RPL13A,834
HMGN4,RPL14,823
HMGN4,RPL15,928
HMGN4,RPL17,803
HMGN4,RPL18,896
HMGN4,RPL18A,920
HMGN4,RPL19,920
HMGN4,RPL21,928
HMGN4,RPL22,726
HMGN4,RPL23,939
HMGN4,RPL23A,932
HMGN4,RPL24,917
HMGN4,RPL26,822
HMGN4,RPL26L1,821
HMGN4,RPL27,814
HMGN4,RPL27A,908
HMGN4,RPL28,890
HMGN4,RPL29,892
HMGN4,RPL3,835
HMGN4,RPL30,906
HMGN4,RPL31,925
HMGN4,RPL32,572
HMGN4,RPL34,929
HMGN4,RPL35,939
HMGN4,RPL35A,914
HMGN4,RPL36,916
HMGN4,RPL36AL,710
HMGN4,RPL37A,925
HMGN4,RPL38,907
HMGN4,RPL4,887
HMGN4,RPL5,938
HMGN4,RPL6,931
HMGN4,RPL7,731
HMGN4,RPL7A,745
HMGN4,RPL7L1,730
HMGN4,RPL8,943
HMGN4,RPL9,836
HMGN4,RPLP0,917
HMGN4,RPLP1,866
HMGN4,RPLP2,821
HMGN4,RPS10,728
HMGN4,RPS11,938
HMGN4,RPS12,736
HMGN4,RPS13,812
HMGN4,RPS14,820
HMGN4,RPS15,945
HMGN4,RPS15A,611
HMGN4,RPS16,890
HMGN4,RPS17,929
HMGN4,RPS18,939
HMGN4,RPS19,933
HMGN4,RPS2,905
HMGN4,RPS20,906
HMGN4,RPS21,918
HMGN4,RPS23,906
HMGN4,RPS24,935
HMGN4,RPS25,915
HMGN4,RPS26,925
HMGN4,RPS27,733
HMGN4,RPS27L,730
HMGN4,RPS28,928
HMGN4,RPS29,808
HMGN4,RPS3,938
HMGN4,RPS3A,916
HMGN4,RPS4X,763
HMGN4,RPS4Y1,760
HMGN4,RPS5,788
HMGN4,RPS6,924
HMGN4,RPS7,904
HMGN4,RPS8,909
HMGN4,RPS9,901
HMGN4,RPSA,748
HMGN4,SEC61A1,800
HMGN4,SERBP1,518
HMGN4,SIL1,683
HMGN4,SNU13,620
HMGN4,SOD2,495
HMGN4,SRP54,690
HMGN4,SRPRA,648
HMGN4,SSBP1,551
HMGN4,STT3A,579
HMGN4,STT3B,503
HMGN4,TARS1,427
HMGN4,TARS2,416
HMGN4,TARS3,411
HMGN4,TSFM,659
HMGN4,TSTD1,463
HMGN4,TUFM,916
HMGN4,UBL7,504
HMGN4,VARS1,427
HMGN4,YARS1,408
HMGN5,SMARCA1,507
HMOX1,HMOX2,911
HMOX1,HP,610
HMOX1,HPGDS,600
HMOX1,HPX,753
HMOX1,HSP90AA1,462
HMOX1,HSP90AB1,462
HMOX1,HSP90B1,542
HMOX1,HSPA4,778
HMOX1,HSPA5,564
HMOX1,HSPB1,518
HMOX1,HSPB2,447
HMOX1,ICAM1,675
HMOX1,IKBKB,443
HMOX1,IL18,514
HMOX1,IL1RN,493
HMOX1,IREB2,501
HMOX1,IRF3,455
HMOX1,ITGAM,468
HMOX1,JAK2,430
HMOX1,JUN,798
HMOX1,KCNMA1,444
HMOX1,KEAP1,934
HMOX1,KPNA2,419
HMOX1,LCN2,512
HMOX1,LMNB1,654
HMOX1,LMNB2,619
HMOX1,LOX,402
HMOX1,LRP1,411
HMOX1,MAFG,511
HMOX1,MAOB,426
HMOX1,MAP3K5,420
HMOX1,MAPK14,453
HMOX1,MAPK3,629
HMOX1,MAPK8,506
HMOX1,MCM5,415
HMOX1,MFN2,400
HMOX1,MMP1,461
HMOX1,MMP2,506
HMOX1,MMP9,656
HMOX1,MOXD1,432
HMOX1,MPO,640
HMOX1,MRC1,453
HMOX1,MT1E,568
HMOX1,MT1X,425
HMOX1,MT2A,432
HMOX1,MTOR,527
HMOX1,MYD88,553
HMOX1,NCF1,532
HMOX1,NCF2,479
HMOX1,NDUFA4,428
HMOX1,NFKB1,652
HMOX1,NOS3,770
HMOX1,NRF1,434
HMOX1,PAPOLA,608
HMOX1,PARK7,471
HMOX1,PARP1,528
HMOX1,PCBP2,494
HMOX1,PECAM1,430
HMOX1,PIP4K2A,540
HMOX1,PON1,534
HMOX1,POR,965
HMOX1,PPIG,432
HMOX1,PPOX,499
HMOX1,PRDX2,411
HMOX1,PRDX3,472
HMOX1,PRDX6,423
HMOX1,PRKG1,533
HMOX1,PSEN1,434
HMOX1,PTEN,450
HMOX1,PTPRC,410
HMOX1,PXDN,696
HMOX1,RBX1,454
HMOX1,RELA,400
HMOX1,RPS3A,423
HMOX1,SCARB1,489
HMOX1,SCARB2,461
HMOX1,SEC61B,500
HMOX1,SEC61G,500
HMOX1,SELP,425
HMOX1,SERPINE1,638
HMOX1,SGTA,522
HMOX1,SIRT3,511
HMOX1,SLC2A4,405
HMOX1,SLC40A1,586
HMOX1,SLC46A1,793
HMOX1,SMAD2,401
HMOX1,SMAD3,430
HMOX1,SNCA,482
HMOX1,SOD2,743
HMOX1,SOD3,550
HMOX1,SPP1,411
HMOX1,SQSTM1,684
HMOX1,SRC,456
HMOX1,SRXN1,650
HMOX1,STAT1,537
HMOX1,STAT3,849
HMOX1,STC2,467
HMOX1,STEAP3,519
HMOX1,STX5,500
HMOX1,TECR,401
HMOX1,TFAM,510
HMOX1,TFEB,525
HMOX1,TFRC,598
HMOX1,TGFB1,646
HMOX1,THBD,446
HMOX1,TIMP1,454
HMOX1,TJP1,482
HMOX1,TLR2,496
HMOX1,TOM1,456
HMOX1,TRAF6,599
HMOX1,TXN2,610
HMOX1,TXNIP,859
HMOX1,TXNRD1,756
HMOX1,TXNRD2,404
HMOX1,UBL4A,532
HMOX1,UROD,475
HMOX1,UROS,405
HMOX1,VAMP2,499
HMOX1,VAPA,499
HMOX1,VCAM1,620
HMOX1,VWF,413
HMOX2,HP,404
HMOX2,HPX,575
HMOX2,IQGAP1,408
HMOX2,KCNMA1,655
HMOX2,KEAP1,483
HMOX2,MCM5,453
HMOX2,MYH9,405
HMOX2,NMRAL1,475
HMOX2,NOS3,691
HMOX2,PLD1,473
HMOX2,PMM2,440
HMOX2,POR,776
HMOX2,PPOX,527
HMOX2,RHOA,602
HMOX2,SNAP23,401
HMOX2,STK10,416
HMOX2,STOM,423
HMOX2,TMEM205,424
HMOX2,TOM1,494
HMOX2,UROD,471
HMOX2,UROS,403
HNMT,IRAK3,447
HNMT,KDM1A,585
HNMT,MAOA,948
HNMT,MAOB,947
HNMT,NCOR1,508
HNMT,ORMDL3,504
HNMT,PAF1,416
HNMT,PLA2G7,535
HNMT,PRMT1,431
HNMT,PSIP1,549
HNMT,RBBP5,742
HNMT,RCOR1,541
HNMT,SETD1A,800
HNMT,SETD7,572
HNMT,SMARCA4,593
HNMT,WDR5,818
HNMT,WDR82,728
HNMT,YY1,568
HNRNPA0,HNRNPA1,908
HNRNPA0,HNRNPA2B1,800
HNRNPA0,HNRNPA3,507
HNRNPA0,HNRNPAB,726
HNRNPA0,HNRNPC,965
HNRNPA0,HNRNPD,848
HNRNPA0,HNRNPDL,619
HNRNPA0,HNRNPF,918
HNRNPA0,HNRNPH1,922
HNRNPA0,HNRNPH2,798
HNRNPA0,HNRNPH3,873
HNRNPA0,HNRNPK,957
HNRNPA0,HNRNPL,868
HNRNPA0,HNRNPM,927
HNRNPA0,HNRNPR,890
HNRNPA0,HNRNPU,979
HNRNPA0,HNRNPUL1,655
HNRNPA0,HNRNPUL2,733
HNRNPA0,ILF2,632
HNRNPA0,ILF3,680
HNRNPA0,KHDRBS1,758
HNRNPA0,KHSRP,589
HNRNPA0,LSM2,509
HNRNPA0,LSM3,452
HNRNPA0,LSM8,408
HNRNPA0,LUC7L2,409
HNRNPA0,MAGOH,425
HNRNPA0,MAPKAPK2,635
HNRNPA0,MAPT,401
HNRNPA0,MATR3,541
HNRNPA0,MBNL1,447
HNRNPA0,MEPCE,443
HNRNPA0,NCBP1,647
HNRNPA0,NCBP3,530
HNRNPA0,NCL,492
HNRNPA0,NONO,530
HNRNPA0,NUDT21,544
HNRNPA0,PARN,409
HNRNPA0,PCBP1,811
HNRNPA0,PCBP2,621
HNRNPA0,PLRG1,447
HNRNPA0,POLR2L,427
HNRNPA0,PRPF19,642
HNRNPA0,PRPF4B,415
HNRNPA0,PRPF8,481
HNRNPA0,PSME3,551
HNRNPA0,PTBP1,856
HNRNPA0,QKI,486
HNRNPA0,RALY,510
HNRNPA0,RBFOX2,465
HNRNPA0,RBM14,835
HNRNPA0,RBM22,433
HNRNPA0,RBM25,640
HNRNPA0,RBM3,471
HNRNPA0,RBM39,624
HNRNPA0,RBM8A,546
HNRNPA0,RBMX,933
HNRNPA0,RNPS1,451
HNRNPA0,RPLP2,400
HNRNPA0,RPS16,417
HNRNPA0,RPS20,518
HNRNPA0,RPS3,475
HNRNPA0,RPSA,477
HNRNPA0,SAFB,493
HNRNPA0,SF1,427
HNRNPA0,SF3A1,476
HNRNPA0,SF3B1,626
HNRNPA0,SF3B2,422
HNRNPA0,SF3B5,460
HNRNPA0,SFPQ,750
HNRNPA0,SNRNP200,431
HNRNPA0,SNRNP70,762
HNRNPA0,SNRPA,571
HNRNPA0,SNRPB,402
HNRNPA0,SNRPB2,475
HNRNPA0,SNRPC,463
HNRNPA0,SNRPD1,614
HNRNPA0,SNRPD2,765
HNRNPA0,SNRPD3,649
HNRNPA0,SNRPE,755
HNRNPA0,SNRPF,792
HNRNPA0,SNU13,414
HNRNPA0,SRC,425
HNRNPA0,SRP54,542
HNRNPA0,SRRM1,533
HNRNPA0,SRRT,462
HNRNPA0,SRSF1,943
HNRNPA0,SRSF10,400
HNRNPA0,SRSF2,732
HNRNPA0,SRSF3,905
HNRNPA0,SRSF4,450
HNRNPA0,SRSF5,556
HNRNPA0,SRSF6,771
HNRNPA0,SRSF7,708
HNRNPA0,SRSF9,511
HNRNPA0,SSB,565
HNRNPA0,STAU1,430
HNRNPA0,SUMO2,421
HNRNPA0,SYNCRIP,774
HNRNPA0,TAF15,705
HNRNPA0,TARDBP,819
HNRNPA0,THOC2,492
HNRNPA0,TIA1,416
HNRNPA0,TIAL1,648
HNRNPA0,TNPO1,400
HNRNPA0,TRA2A,422
HNRNPA0,TRA2B,808
HNRNPA0,U2AF1,653
HNRNPA0,U2AF2,874
HNRNPA0,U2SURP,446
HNRNPA0,UPF1,428
HNRNPA0,WDR43,468
HNRNPA0,YBX1,546
HNRNPA0,ZNF326,467
HNRNPA1,HNRNPA2B1,998
HNRNPA1,HNRNPA3,949
HNRNPA1,HNRNPAB,844
HNRNPA1,HNRNPC,999
HNRNPA1,HNRNPD,932
HNRNPA1,HNRNPDL,920
HNRNPA1,HNRNPF,983
HNRNPA1,HNRNPH1,998
HNRNPA1,HNRNPH2,962
HNRNPA1,HNRNPH3,980
HNRNPA1,HNRNPK,995
HNRNPA1,HNRNPL,993
HNRNPA1,HNRNPLL,503
HNRNPA1,HNRNPM,993
HNRNPA1,HNRNPR,989
HNRNPA1,HNRNPU,992
HNRNPA1,HNRNPUL1,568
HNRNPA1,HNRNPUL2,659
HNRNPA1,HSP90AA1,645
HNRNPA1,HSP90AB1,651
HNRNPA1,HSPA4,539
HNRNPA1,HSPA5,567
HNRNPA1,HSPA8,604
HNRNPA1,HSPA9,408
HNRNPA1,HSPE1,439
HNRNPA1,HTRA2,484
HNRNPA1,IGF2BP2,440
HNRNPA1,ILF2,931
HNRNPA1,ILF3,960
HNRNPA1,ITSN2,419
HNRNPA1,IVNS1ABP,436
HNRNPA1,JUN,592
HNRNPA1,KHDRBS1,975
HNRNPA1,KHDRBS3,536
HNRNPA1,KHSRP,964
HNRNPA1,KPNA2,410
HNRNPA1,KPNB1,636
HNRNPA1,KRAS,582
HNRNPA1,LARP4,427
HNRNPA1,LARP7,743
HNRNPA1,LMNA,527
HNRNPA1,LMNB1,442
HNRNPA1,LPIN1,412
HNRNPA1,LRPPRC,687
HNRNPA1,LRRK2,429
HNRNPA1,LSM14A,437
HNRNPA1,LSM3,550
HNRNPA1,LSM8,471
HNRNPA1,LUC7L2,615
HNRNPA1,MAGOH,597
HNRNPA1,MAPK1,481
HNRNPA1,MAPK14,410
HNRNPA1,MAPT,667
HNRNPA1,MATR3,950
HNRNPA1,MAZ,543
HNRNPA1,MBNL1,857
HNRNPA1,MCAT,412
HNRNPA1,MEPCE,699
HNRNPA1,METTL14,434
HNRNPA1,MFAP1,451
HNRNPA1,MOV10,529
HNRNPA1,MRPL1,575
HNRNPA1,MRPL13,591
HNRNPA1,MRPL28,596
HNRNPA1,MRPL3,550
HNRNPA1,MRPL4,573
HNRNPA1,MRPL52,438
HNRNPA1,MRPL57,607
HNRNPA1,MRPS18A,503
HNRNPA1,MRPS7,406
HNRNPA1,MSI2,420
HNRNPA1,NAA10,496
HNRNPA1,NAA50,441
HNRNPA1,NAP1L1,652
HNRNPA1,NCBP1,888
HNRNPA1,NCBP2,752
HNRNPA1,NCL,832
HNRNPA1,NHP2,417
HNRNPA1,NME2,646
HNRNPA1,NOLC1,549
HNRNPA1,NONO,945
HNRNPA1,NOP56,483
HNRNPA1,NOVA2,470
HNRNPA1,NPM1,923
HNRNPA1,NUDC,414
HNRNPA1,NUDT21,818
HNRNPA1,NUP153,409
HNRNPA1,NUP205,443
HNRNPA1,NUP62,404
HNRNPA1,NUP98,531
HNRNPA1,NUTF2,433
HNRNPA1,NXF1,582
HNRNPA1,OPTN,514
HNRNPA1,PA2G4,569
HNRNPA1,PABPC1,945
HNRNPA1,PAPOLA,428
HNRNPA1,PARP1,439
HNRNPA1,PCBP1,966
HNRNPA1,PCBP2,940
HNRNPA1,PDCD11,443
HNRNPA1,PFDN5,427
HNRNPA1,PFDN6,418
HNRNPA1,PFN1,599
HNRNPA1,PHF5A,683
HNRNPA1,PHGDH,577
HNRNPA1,PKM,837
HNRNPA1,PNN,402
HNRNPA1,POLR2A,613
HNRNPA1,POLR2B,572
HNRNPA1,POLR2C,610
HNRNPA1,POLR2D,584
HNRNPA1,POLR2E,605
HNRNPA1,POLR2F,583
HNRNPA1,POLR2G,636
HNRNPA1,POLR2H,658
HNRNPA1,POLR2I,647
HNRNPA1,POLR2J,555
HNRNPA1,POLR2L,703
HNRNPA1,PPIA,665
HNRNPA1,PPIL1,604
HNRNPA1,PRKDC,462
HNRNPA1,PRKRA,453
HNRNPA1,PRMT1,913
HNRNPA1,PRMT2,793
HNRNPA1,PRMT5,465
HNRNPA1,PRPF19,868
HNRNPA1,PRPF4,509
HNRNPA1,PRPF6,420
HNRNPA1,PRPF8,726
HNRNPA1,PRRC2A,460
HNRNPA1,PSMA3,535
HNRNPA1,PSMB1,529
HNRNPA1,PSMD9,597
HNRNPA1,PSME3,665
HNRNPA1,PSPC1,416
HNRNPA1,PTBP1,998
HNRNPA1,PTBP3,491
HNRNPA1,PTMA,705
HNRNPA1,PUF60,553
HNRNPA1,PURA,717
HNRNPA1,QKI,571
HNRNPA1,RAB6A,413
HNRNPA1,RACK1,713
HNRNPA1,RAE1,611
HNRNPA1,RALY,882
HNRNPA1,RAN,531
HNRNPA1,RANGAP1,651
HNRNPA1,RAVER1,596
HNRNPA1,RBFOX2,716
HNRNPA1,RBM10,685
HNRNPA1,RBM12,452
HNRNPA1,RBM12B,435
HNRNPA1,RBM14,883
HNRNPA1,RBM17,422
HNRNPA1,RBM22,491
HNRNPA1,RBM25,497
HNRNPA1,RBM3,724
HNRNPA1,RBM39,745
HNRNPA1,RBM8A,756
HNRNPA1,RBMX,982
HNRNPA1,RNH1,481
HNRNPA1,RNPS1,612
HNRNPA1,RPL10A,580
HNRNPA1,RPL11,430
HNRNPA1,RPL12,553
HNRNPA1,RPL13,447
HNRNPA1,RPL13A,430
HNRNPA1,RPL15,445
HNRNPA1,RPL19,497
HNRNPA1,RPL23A,495
HNRNPA1,RPL26,482
HNRNPA1,RPL27,435
HNRNPA1,RPL27A,612
HNRNPA1,RPL3,514
HNRNPA1,RPL30,410
HNRNPA1,RPL35A,456
HNRNPA1,RPL4,623
HNRNPA1,RPL5,816
HNRNPA1,RPL6,553
HNRNPA1,RPL7,535
HNRNPA1,RPL7A,443
HNRNPA1,RPL8,509
HNRNPA1,RPL9,499
HNRNPA1,RPLP0,605
HNRNPA1,RPLP2,637
HNRNPA1,RPS10,419
HNRNPA1,RPS11,514
HNRNPA1,RPS12,409
HNRNPA1,RPS13,459
HNRNPA1,RPS14,444
HNRNPA1,RPS15,432
HNRNPA1,RPS15A,452
HNRNPA1,RPS16,560
HNRNPA1,RPS18,454
HNRNPA1,RPS19,405
HNRNPA1,RPS2,594
HNRNPA1,RPS20,836
HNRNPA1,RPS21,511
HNRNPA1,RPS23,500
HNRNPA1,RPS24,474
HNRNPA1,RPS25,709
HNRNPA1,RPS28,473
HNRNPA1,RPS3,706
HNRNPA1,RPS3A,693
HNRNPA1,RPS4X,518
HNRNPA1,RPS5,553
HNRNPA1,RPS6,770
HNRNPA1,RPS7,485
HNRNPA1,RPS8,622
HNRNPA1,RPS9,428
HNRNPA1,RPSA,707
HNRNPA1,RRM1,648
HNRNPA1,RRP1B,420
HNRNPA1,RRP9,457
HNRNPA1,RTCB,444
HNRNPA1,RTRAF,507
HNRNPA1,RUVBL1,547
HNRNPA1,RUVBL2,434
HNRNPA1,SAFB,869
HNRNPA1,SAFB2,538
HNRNPA1,SAP18,560
HNRNPA1,SARNP,478
HNRNPA1,SEPTIN6,875
HNRNPA1,SERBP1,593
HNRNPA1,SET,512
HNRNPA1,SF1,678
HNRNPA1,SF3A1,465
HNRNPA1,SF3A2,780
HNRNPA1,SF3A3,452
HNRNPA1,SF3B1,624
HNRNPA1,SF3B2,517
HNRNPA1,SF3B3,562
HNRNPA1,SF3B4,423
HNRNPA1,SF3B5,563
HNRNPA1,SF3B6,620
HNRNPA1,SFPQ,970
HNRNPA1,SLC25A3,493
HNRNPA1,SLTM,515
HNRNPA1,SMU1,459
HNRNPA1,SNRNP200,741
HNRNPA1,SNRNP40,481
HNRNPA1,SNRNP70,837
HNRNPA1,SNRPA,741
HNRNPA1,SNRPA1,531
HNRNPA1,SNRPB,716
HNRNPA1,SNRPB2,622
HNRNPA1,SNRPC,755
HNRNPA1,SNRPD1,852
HNRNPA1,SNRPD2,868
HNRNPA1,SNRPD3,893
HNRNPA1,SNRPE,838
HNRNPA1,SNRPF,869
HNRNPA1,SNU13,486
HNRNPA1,SNW1,452
HNRNPA1,SORD,404
HNRNPA1,SPAST,564
HNRNPA1,SPG11,420
HNRNPA1,SQSTM1,459
HNRNPA1,SRC,469
HNRNPA1,SREK1,514
HNRNPA1,SRPK1,651
HNRNPA1,SRPK2,418
HNRNPA1,SRRM1,428
HNRNPA1,SRRM2,534
HNRNPA1,SRRT,722
HNRNPA1,SRSF1,993
HNRNPA1,SRSF10,891
HNRNPA1,SRSF11,648
HNRNPA1,SRSF2,822
HNRNPA1,SRSF3,970
HNRNPA1,SRSF4,806
HNRNPA1,SRSF5,949
HNRNPA1,SRSF6,925
HNRNPA1,SRSF7,964
HNRNPA1,SRSF9,910
HNRNPA1,SSB,903
HNRNPA1,STAU1,499
HNRNPA1,SUB1,452
HNRNPA1,SYNCRIP,947
HNRNPA1,TAF15,886
HNRNPA1,TAF4,430
HNRNPA1,TARDBP,997
HNRNPA1,TBK1,406
HNRNPA1,TBP,436
HNRNPA1,TCERG1,584
HNRNPA1,TCP1,401
HNRNPA1,TFIP11,652
HNRNPA1,TGFBR1,477
HNRNPA1,THOC2,618
HNRNPA1,THOC5,402
HNRNPA1,TIA1,716
HNRNPA1,TIAL1,802
HNRNPA1,TNPO1,998
HNRNPA1,TNPO2,721
HNRNPA1,TNPO3,400
HNRNPA1,TOP1,535
HNRNPA1,TP53BP1,521
HNRNPA1,TPI1,458
HNRNPA1,TPM1,501
HNRNPA1,TRA2A,548
HNRNPA1,TRA2B,953
HNRNPA1,TRIP6,426
HNRNPA1,TUBA4A,429
HNRNPA1,TUFM,454
HNRNPA1,U2AF1,930
HNRNPA1,U2AF2,908
HNRNPA1,U2SURP,443
HNRNPA1,UBE2K,451
HNRNPA1,UBQLN1,542
HNRNPA1,UBQLN2,852
HNRNPA1,UPF1,766
HNRNPA1,UPF3B,439
HNRNPA1,USP5,429
HNRNPA1,VAPB,488
HNRNPA1,VCP,692
HNRNPA1,VRK1,463
HNRNPA1,WDR33,458
HNRNPA1,WDR43,525
HNRNPA1,WDR77,457
HNRNPA1,XAB2,491
HNRNPA1,XIAP,506
HNRNPA1,XPO1,704
HNRNPA1,XPO5,426
HNRNPA1,XRCC5,643
HNRNPA1,XRCC6,741
HNRNPA1,XRN1,541
HNRNPA1,XRN2,555
HNRNPA1,YBX1,937
HNRNPA1,YWHAE,507
HNRNPA1,YWHAQ,538
HNRNPA1,YWHAZ,436
HNRNPA1,ZFR,657
HNRNPA1,ZNF326,861
HNRNPA1,ZPR1,423
HNRNPA2B1,HNRNPA3,968
